severity,scope,order,section10,rule,message
INFO,level,198,20,arrow_cap,non-peak arrow count 751 is high; visual comfort should be checked in Unity.
INFO,level,203,21,arrow_cap,non-peak arrow count 832 is high; visual comfort should be checked in Unity.
INFO,level,204,21,arrow_cap,non-peak arrow count 778 is high; visual comfort should be checked in Unity.
INFO,level,207,21,arrow_cap,non-peak arrow count 856 is high; visual comfort should be checked in Unity.
INFO,level,209,21,large_jump,chain jumps +126 from L208; verify there is a clear reason.
WARN,level,213,22,arrow_cap,non-peak arrow count 935 may feel visually heavy.
INFO,level,215,22,post_peak_release,"previous level was peak code 3, but chain only changes 1; verify there is a non-count release."
WARN,level,217,22,post_peak_release,"previous level was extreme peak code 4, but chain only changes -3; expected visible release."
INFO,level,218,22,arrow_cap,non-peak arrow count 820 is high; visual comfort should be checked in Unity.
INFO,level,221,23,arrow_cap,non-peak arrow count 845 is high; visual comfort should be checked in Unity.
INFO,level,223,23,arrow_cap,non-peak arrow count 805 is high; visual comfort should be checked in Unity.
INFO,level,227,23,large_jump,chain jumps +94 from L226; verify there is a clear reason.
WARN,level,228,23,arrow_cap,non-peak arrow count 953 may feel visually heavy.
INFO,level,232,24,large_jump,chain jumps +74 from L231; verify there is a clear reason.
WARN,level,233,24,arrow_cap,non-peak arrow count 961 may feel visually heavy.
INFO,level,238,24,arrow_cap,non-peak arrow count 785 is high; visual comfort should be checked in Unity.
WARN,level,240,24,post_peak_release,"previous level was extreme peak code 4, but chain only changes 43; expected visible release."
INFO,level,242,25,arrow_cap,non-peak arrow count 802 is high; visual comfort should be checked in Unity.
INFO,level,243,25,arrow_cap,non-peak arrow count 851 is high; visual comfort should be checked in Unity.
INFO,level,246,25,post_peak_release,"previous level was peak code 3, but chain only changes 15; verify there is a non-count release."
WARN,level,247,25,arrow_cap,non-peak arrow count 913 may feel visually heavy.
INFO,level,249,25,large_jump,chain jumps +69 from L248; verify there is a clear reason.
INFO,level,253,26,arrow_cap,non-peak arrow count 823 is high; visual comfort should be checked in Unity.
INFO,level,253,26,large_jump,chain jumps +52 from L252; verify there is a clear reason.
INFO,level,253,26,post_peak_release,"previous level was peak code 3, but chain only changes 52; verify there is a non-count release."
WARN,level,257,26,post_peak_release,"previous level was extreme peak code 4, but chain only changes 40; expected visible release."
INFO,level,258,26,arrow_cap,non-peak arrow count 792 is high; visual comfort should be checked in Unity.
INFO,level,261,27,arrow_cap,non-peak arrow count 851 is high; visual comfort should be checked in Unity.
INFO,level,265,27,post_peak_release,"previous level was peak code 3, but chain only changes 38; verify there is a non-count release."
INFO,level,267,27,arrow_cap,non-peak arrow count 809 is high; visual comfort should be checked in Unity.
INFO,level,268,27,arrow_cap,non-peak arrow count 822 is high; visual comfort should be checked in Unity.
WARN,level,270,27,post_peak_release,"previous level was extreme peak code 4, but chain only changes 42; expected visible release."
INFO,level,272,28,arrow_cap,non-peak arrow count 880 is high; visual comfort should be checked in Unity.
INFO,level,273,28,arrow_cap,non-peak arrow count 829 is high; visual comfort should be checked in Unity.
WARN,level,277,28,post_peak_release,"previous level was extreme peak code 4, but chain only changes 38; expected visible release."
INFO,level,278,28,arrow_cap,non-peak arrow count 884 is high; visual comfort should be checked in Unity.
INFO,level,278,28,large_jump,chain jumps +55 from L277; verify there is a clear reason.
INFO,level,279,28,arrow_cap,non-peak arrow count 766 is high; visual comfort should be checked in Unity.
INFO,level,280,28,arrow_cap,non-peak arrow count 791 is high; visual comfort should be checked in Unity.
INFO,level,281,29,arrow_cap,non-peak arrow count 759 is high; visual comfort should be checked in Unity.
WARN,level,283,29,arrow_cap,non-peak arrow count 929 may feel visually heavy.
INFO,level,283,29,large_jump,chain jumps +60 from L282; verify there is a clear reason.
INFO,level,284,29,large_jump,chain jumps +58 from L283; verify there is a clear reason.
INFO,level,286,29,arrow_cap,non-peak arrow count 823 is high; visual comfort should be checked in Unity.
INFO,level,288,29,arrow_cap,non-peak arrow count 837 is high; visual comfort should be checked in Unity.
INFO,level,288,29,large_jump,chain jumps +72 from L287; verify there is a clear reason.
WARN,level,288,29,post_peak_release,"previous level was extreme peak code 4, but chain only changes 72; expected visible release."
INFO,level,289,29,arrow_cap,non-peak arrow count 820 is high; visual comfort should be checked in Unity.
INFO,level,290,29,arrow_cap,non-peak arrow count 839 is high; visual comfort should be checked in Unity.
INFO,level,291,30,arrow_cap,non-peak arrow count 765 is high; visual comfort should be checked in Unity.
INFO,level,293,30,chain_cap,non-peak chain 128 is high; verify canvas comfort and avoid using count as the only pressure.
WARN,level,293,30,arrow_cap,non-peak arrow count 1026 may feel visually heavy.
INFO,level,293,30,large_jump,chain jumps +68 from L292; verify there is a clear reason.
INFO,level,295,30,arrow_cap,non-peak arrow count 805 is high; visual comfort should be checked in Unity.
INFO,level,295,30,large_jump,chain jumps +90 from L294; verify there is a clear reason.
INFO,level,297,30,arrow_cap,non-peak arrow count 814 is high; visual comfort should be checked in Unity.
INFO,level,297,30,large_jump,chain jumps +97 from L296; verify there is a clear reason.
INFO,level,297,30,post_peak_release,"previous level was peak code 3, but chain only changes 97; verify there is a non-count release."
INFO,level,298,30,arrow_cap,non-peak arrow count 841 is high; visual comfort should be checked in Unity.
WARN,level,300,30,post_peak_release,"previous level was extreme peak code 4, but chain only changes 21; expected visible release."
INFO,level,301,31,arrow_cap,non-peak arrow count 752 is high; visual comfort should be checked in Unity.
INFO,level,302,31,arrow_cap,non-peak arrow count 773 is high; visual comfort should be checked in Unity.
INFO,level,303,31,arrow_cap,non-peak arrow count 824 is high; visual comfort should be checked in Unity.
WARN,level,304,31,arrow_cap,non-peak arrow count 906 may feel visually heavy.
INFO,level,306,31,arrow_cap,non-peak arrow count 889 is high; visual comfort should be checked in Unity.
INFO,level,306,31,post_peak_release,"previous level was peak code 3, but chain only changes 35; verify there is a non-count release."
WARN,level,307,31,arrow_cap,non-peak arrow count 985 may feel visually heavy.
INFO,level,310,31,arrow_cap,non-peak arrow count 838 is high; visual comfort should be checked in Unity.
WARN,level,310,31,post_peak_release,"previous level was extreme peak code 4, but chain only changes 18; expected visible release."
INFO,level,312,32,large_jump,chain jumps +52 from L311; verify there is a clear reason.
INFO,level,313,32,arrow_cap,non-peak arrow count 866 is high; visual comfort should be checked in Unity.
INFO,level,313,32,post_peak_release,"previous level was peak code 3, but chain only changes 20; verify there is a non-count release."
INFO,level,315,32,arrow_cap,non-peak arrow count 887 is high; visual comfort should be checked in Unity.
INFO,level,316,32,large_jump,chain jumps +117 from L315; verify there is a clear reason.
INFO,level,318,32,arrow_cap,non-peak arrow count 868 is high; visual comfort should be checked in Unity.
INFO,level,319,32,arrow_cap,non-peak arrow count 878 is high; visual comfort should be checked in Unity.
INFO,level,320,32,arrow_cap,non-peak arrow count 814 is high; visual comfort should be checked in Unity.
INFO,level,321,33,arrow_cap,non-peak arrow count 858 is high; visual comfort should be checked in Unity.
INFO,level,323,33,arrow_cap,non-peak arrow count 853 is high; visual comfort should be checked in Unity.
INFO,level,323,33,large_jump,chain jumps +70 from L322; verify there is a clear reason.
INFO,level,325,33,post_peak_release,"previous level was peak code 3, but chain only changes 3; verify there is a non-count release."
INFO,level,327,33,chain_cap,non-peak chain 126 is high; verify canvas comfort and avoid using count as the only pressure.
WARN,level,327,33,arrow_cap,non-peak arrow count 1078 may feel visually heavy.
INFO,level,327,33,large_jump,chain jumps +52 from L326; verify there is a clear reason.
INFO,level,329,33,post_peak_release,"previous level was peak code 3, but chain only changes 38; verify there is a non-count release."
INFO,level,330,33,arrow_cap,non-peak arrow count 862 is high; visual comfort should be checked in Unity.
WARN,level,331,34,arrow_cap,non-peak arrow count 921 may feel visually heavy.
INFO,level,333,34,chain_cap,non-peak chain 132 is high; verify canvas comfort and avoid using count as the only pressure.
WARN,level,333,34,arrow_cap,non-peak arrow count 1114 may feel visually heavy.
INFO,level,334,34,large_jump,chain jumps +75 from L333; verify there is a clear reason.
INFO,level,335,34,arrow_cap,non-peak arrow count 859 is high; visual comfort should be checked in Unity.
INFO,level,336,34,large_jump,chain jumps +136 from L335; verify there is a clear reason.
INFO,level,338,34,large_jump,chain jumps +91 from L337; verify there is a clear reason.
INFO,level,340,34,arrow_cap,non-peak arrow count 812 is high; visual comfort should be checked in Unity.
INFO,level,341,35,arrow_cap,non-peak arrow count 849 is high; visual comfort should be checked in Unity.
WARN,level,343,35,arrow_cap,non-peak arrow count 967 may feel visually heavy.
INFO,level,343,35,large_jump,chain jumps +54 from L342; verify there is a clear reason.
INFO,level,348,35,chain_cap,non-peak chain 145 is high; verify canvas comfort and avoid using count as the only pressure.
WARN,level,348,35,arrow_cap,non-peak arrow count 1221 may feel visually heavy.
INFO,level,348,35,large_jump,chain jumps +74 from L347; verify there is a clear reason.
WARN,level,348,35,post_peak_release,"previous level was extreme peak code 4, but chain only changes 74; expected visible release."
INFO,level,349,35,large_jump,chain jumps +68 from L348; verify there is a clear reason.
WARN,level,353,36,arrow_cap,non-peak arrow count 1038 may feel visually heavy.
INFO,level,353,36,post_peak_release,"previous level was peak code 3, but chain only changes 24; verify there is a non-count release."
INFO,level,354,36,chain_cap,non-peak chain 126 is high; verify canvas comfort and avoid using count as the only pressure.
INFO,level,354,36,arrow_cap,non-peak arrow count 780 is high; visual comfort should be checked in Unity.
INFO,level,356,36,large_jump,chain jumps +79 from L355; verify there is a clear reason.
INFO,level,358,36,chain_cap,non-peak chain 143 is high; verify canvas comfort and avoid using count as the only pressure.
WARN,level,358,36,arrow_cap,non-peak arrow count 1142 may feel visually heavy.
INFO,level,358,36,large_jump,chain jumps +76 from L357; verify there is a clear reason.
WARN,level,360,36,arrow_cap,non-peak arrow count 908 may feel visually heavy.
WARN,level,360,36,post_peak_release,"previous level was extreme peak code 4, but chain only changes 42; expected visible release."
WARN,level,361,37,chain_cap,"non-peak chain 177 is very high; late difficulty should come from read/region/dependency, not infinite chains."
WARN,level,361,37,arrow_cap,non-peak arrow count 1055 may feel visually heavy.
INFO,level,361,37,large_jump,chain jumps +59 from L360; verify there is a clear reason.
WARN,level,363,37,chain_cap,"non-peak chain 149 is very high; late difficulty should come from read/region/dependency, not infinite chains."
WARN,level,363,37,arrow_cap,non-peak arrow count 1193 may feel visually heavy.
INFO,level,363,37,large_jump,chain jumps +77 from L362; verify there is a clear reason.
WARN,level,364,37,chain_cap,"non-peak chain 166 is very high; late difficulty should come from read/region/dependency, not infinite chains."
WARN,level,364,37,arrow_cap,non-peak arrow count 1029 may feel visually heavy.
INFO,level,366,37,arrow_cap,non-peak arrow count 763 is high; visual comfort should be checked in Unity.
INFO,level,366,37,post_peak_release,"previous level was peak code 3, but chain only changes -7; verify there is a non-count release."
INFO,level,367,37,arrow_cap,non-peak arrow count 796 is high; visual comfort should be checked in Unity.
WARN,level,368,37,chain_cap,"non-peak chain 154 is very high; late difficulty should come from read/region/dependency, not infinite chains."
WARN,level,368,37,arrow_cap,non-peak arrow count 1194 may feel visually heavy.
INFO,level,368,37,large_jump,chain jumps +69 from L367; verify there is a clear reason.
WARN,level,370,37,chain_cap,"non-peak chain 148 is very high; late difficulty should come from read/region/dependency, not infinite chains."
WARN,level,370,37,arrow_cap,non-peak arrow count 1159 may feel visually heavy.
INFO,level,370,37,large_jump,chain jumps +64 from L369; verify there is a clear reason.
INFO,level,370,37,post_peak_release,"previous level was peak code 3, but chain only changes 64; verify there is a non-count release."
INFO,level,372,38,arrow_cap,non-peak arrow count 861 is high; visual comfort should be checked in Unity.
WARN,level,373,38,arrow_cap,non-peak arrow count 968 may feel visually heavy.
WARN,level,375,38,chain_cap,"non-peak chain 157 is very high; late difficulty should come from read/region/dependency, not infinite chains."
WARN,level,375,38,arrow_cap,non-peak arrow count 967 may feel visually heavy.
INFO,level,375,38,large_jump,chain jumps +90 from L374; verify there is a clear reason.
INFO,level,378,38,chain_cap,non-peak chain 138 is high; verify canvas comfort and avoid using count as the only pressure.
WARN,level,378,38,arrow_cap,non-peak arrow count 1134 may feel visually heavy.
INFO,level,378,38,large_jump,chain jumps +66 from L377; verify there is a clear reason.
WARN,level,379,38,chain_cap,"non-peak chain 157 is very high; late difficulty should come from read/region/dependency, not infinite chains."
WARN,level,379,38,arrow_cap,non-peak arrow count 951 may feel visually heavy.
INFO,level,380,38,chain_cap,non-peak chain 144 is high; verify canvas comfort and avoid using count as the only pressure.
INFO,level,380,38,arrow_cap,non-peak arrow count 868 is high; visual comfort should be checked in Unity.
INFO,level,381,39,chain_cap,non-peak chain 145 is high; verify canvas comfort and avoid using count as the only pressure.
INFO,level,381,39,arrow_cap,non-peak arrow count 892 is high; visual comfort should be checked in Unity.
WARN,level,382,39,style_repetition,same style/source/language token appears 4 times in a row.
WARN,level,382,39,chain_cap,"non-peak chain 150 is very high; late difficulty should come from read/region/dependency, not infinite chains."
WARN,level,382,39,arrow_cap,non-peak arrow count 945 may feel visually heavy.
INFO,level,383,39,chain_cap,non-peak chain 141 is high; verify canvas comfort and avoid using count as the only pressure.
WARN,level,383,39,arrow_cap,non-peak arrow count 1017 may feel visually heavy.
INFO,level,387,39,chain_cap,non-peak chain 135 is high; verify canvas comfort and avoid using count as the only pressure.
WARN,level,387,39,arrow_cap,non-peak arrow count 1096 may feel visually heavy.
INFO,level,387,39,large_jump,chain jumps +69 from L386; verify there is a clear reason.
INFO,level,389,39,post_peak_release,"previous level was peak code 3, but chain only changes 17; verify there is a non-count release."
INFO,level,390,39,arrow_cap,non-peak arrow count 854 is high; visual comfort should be checked in Unity.
INFO,level,391,40,chain_cap,non-peak chain 137 is high; verify canvas comfort and avoid using count as the only pressure.
INFO,level,391,40,arrow_cap,non-peak arrow count 878 is high; visual comfort should be checked in Unity.
INFO,level,391,40,large_jump,chain jumps +53 from L390; verify there is a clear reason.
INFO,level,392,40,arrow_cap,non-peak arrow count 864 is high; visual comfort should be checked in Unity.
WARN,level,393,40,chain_cap,"non-peak chain 149 is very high; late difficulty should come from read/region/dependency, not infinite chains."
WARN,level,393,40,arrow_cap,non-peak arrow count 1221 may feel visually heavy.
INFO,level,393,40,large_jump,chain jumps +62 from L392; verify there is a clear reason.
INFO,level,395,40,arrow_cap,non-peak arrow count 756 is high; visual comfort should be checked in Unity.
INFO,level,397,40,arrow_cap,non-peak arrow count 790 is high; visual comfort should be checked in Unity.
WARN,level,398,40,chain_cap,"non-peak chain 154 is very high; late difficulty should come from read/region/dependency, not infinite chains."
WARN,level,398,40,arrow_cap,non-peak arrow count 1246 may feel visually heavy.
INFO,level,398,40,large_jump,chain jumps +79 from L397; verify there is a clear reason.
INFO,level,399,40,chain_cap,non-peak chain 144 is high; verify canvas comfort and avoid using count as the only pressure.
INFO,level,399,40,arrow_cap,non-peak arrow count 891 is high; visual comfort should be checked in Unity.
INFO,level,400,40,chain_cap,non-peak chain 143 is high; verify canvas comfort and avoid using count as the only pressure.
INFO,level,400,40,arrow_cap,non-peak arrow count 856 is high; visual comfort should be checked in Unity.
INFO,level,403,41,chain_cap,non-peak chain 139 is high; verify canvas comfort and avoid using count as the only pressure.
WARN,level,403,41,arrow_cap,non-peak arrow count 1143 may feel visually heavy.
INFO,level,403,41,large_jump,chain jumps +71 from L402; verify there is a clear reason.
INFO,level,405,41,arrow_cap,non-peak arrow count 815 is high; visual comfort should be checked in Unity.
INFO,level,407,41,large_jump,chain jumps +125 from L406; verify there is a clear reason.
INFO,level,408,41,chain_cap,non-peak chain 135 is high; verify canvas comfort and avoid using count as the only pressure.
WARN,level,408,41,arrow_cap,non-peak arrow count 1085 may feel visually heavy.
INFO,level,409,41,chain_cap,non-peak chain 145 is high; verify canvas comfort and avoid using count as the only pressure.
INFO,level,409,41,arrow_cap,non-peak arrow count 900 is high; visual comfort should be checked in Unity.
INFO,level,410,41,chain_cap,non-peak chain 139 is high; verify canvas comfort and avoid using count as the only pressure.
INFO,level,410,41,arrow_cap,non-peak arrow count 870 is high; visual comfort should be checked in Unity.
WARN,level,413,42,chain_cap,"non-peak chain 153 is very high; late difficulty should come from read/region/dependency, not infinite chains."
WARN,level,413,42,arrow_cap,non-peak arrow count 1273 may feel visually heavy.
INFO,level,413,42,large_jump,chain jumps +52 from L412; verify there is a clear reason.
INFO,level,413,42,post_peak_release,"previous level was peak code 3, but chain only changes 52; verify there is a non-count release."
INFO,level,415,42,chain_cap,non-peak chain 141 is high; verify canvas comfort and avoid using count as the only pressure.
INFO,level,415,42,arrow_cap,non-peak arrow count 854 is high; visual comfort should be checked in Unity.
INFO,level,415,42,large_jump,chain jumps +68 from L414; verify there is a clear reason.
INFO,level,417,42,arrow_cap,non-peak arrow count 751 is high; visual comfort should be checked in Unity.
INFO,level,418,42,chain_cap,non-peak chain 130 is high; verify canvas comfort and avoid using count as the only pressure.
WARN,level,418,42,arrow_cap,non-peak arrow count 1080 may feel visually heavy.
INFO,level,418,42,large_jump,chain jumps +55 from L417; verify there is a clear reason.
INFO,level,420,42,chain_cap,non-peak chain 143 is high; verify canvas comfort and avoid using count as the only pressure.
INFO,level,420,42,arrow_cap,non-peak arrow count 900 is high; visual comfort should be checked in Unity.
INFO,level,420,42,large_jump,chain jumps +51 from L419; verify there is a clear reason.
WARN,level,420,42,post_peak_release,"previous level was extreme peak code 4, but chain only changes 51; expected visible release."
WARN,level,421,43,chain_cap,"non-peak chain 180 is very high; late difficulty should come from read/region/dependency, not infinite chains."
WARN,level,421,43,arrow_cap,non-peak arrow count 1100 may feel visually heavy.
INFO,level,423,43,chain_cap,non-peak chain 139 is high; verify canvas comfort and avoid using count as the only pressure.
WARN,level,423,43,arrow_cap,non-peak arrow count 1157 may feel visually heavy.
INFO,level,423,43,large_jump,chain jumps +73 from L422; verify there is a clear reason.
WARN,level,426,43,post_peak_release,"previous level was extreme peak code 4, but chain only changes -6; expected visible release."
WARN,level,427,43,chain_cap,"non-peak chain 166 is very high; late difficulty should come from read/region/dependency, not infinite chains."
WARN,level,427,43,arrow_cap,non-peak arrow count 1311 may feel visually heavy.
INFO,level,427,43,large_jump,chain jumps +86 from L426; verify there is a clear reason.
WARN,level,428,43,chain_cap,"non-peak chain 146 is very high; late difficulty should come from read/region/dependency, not infinite chains."
WARN,level,428,43,arrow_cap,non-peak arrow count 910 may feel visually heavy.
WARN,level,430,43,chain_cap,"non-peak chain 147 is very high; late difficulty should come from read/region/dependency, not infinite chains."
WARN,level,430,43,arrow_cap,non-peak arrow count 914 may feel visually heavy.
INFO,level,430,43,large_jump,chain jumps +63 from L429; verify there is a clear reason.
INFO,level,430,43,post_peak_release,"previous level was peak code 3, but chain only changes 63; verify there is a non-count release."
WARN,level,433,44,chain_cap,"non-peak chain 162 is very high; late difficulty should come from read/region/dependency, not infinite chains."
WARN,level,433,44,arrow_cap,non-peak arrow count 1427 may feel visually heavy.
INFO,level,433,44,large_jump,chain jumps +63 from L432; verify there is a clear reason.
WARN,level,434,44,chain_cap,"non-peak chain 162 is very high; late difficulty should come from read/region/dependency, not infinite chains."
WARN,level,434,44,arrow_cap,non-peak arrow count 1007 may feel visually heavy.
WARN,level,437,44,chain_cap,"non-peak chain 164 is very high; late difficulty should come from read/region/dependency, not infinite chains."
WARN,level,437,44,arrow_cap,non-peak arrow count 1003 may feel visually heavy.
INFO,level,437,44,large_jump,chain jumps +80 from L436; verify there is a clear reason.
WARN,level,437,44,post_peak_release,"previous level was extreme peak code 4, but chain only changes 80; expected visible release."
WARN,level,438,44,chain_cap,"non-peak chain 172 is very high; late difficulty should come from read/region/dependency, not infinite chains."
WARN,level,438,44,arrow_cap,non-peak arrow count 1386 may feel visually heavy.
INFO,level,439,44,arrow_cap,non-peak arrow count 759 is high; visual comfort should be checked in Unity.
WARN,level,440,44,chain_cap,"non-peak chain 161 is very high; late difficulty should come from read/region/dependency, not infinite chains."
WARN,level,440,44,arrow_cap,non-peak arrow count 988 may feel visually heavy.
INFO,level,440,44,large_jump,chain jumps +82 from L439; verify there is a clear reason.
INFO,level,441,45,arrow_cap,non-peak arrow count 782 is high; visual comfort should be checked in Unity.
INFO,level,442,45,arrow_cap,non-peak arrow count 853 is high; visual comfort should be checked in Unity.
INFO,level,444,45,large_jump,chain jumps +73 from L443; verify there is a clear reason.
WARN,level,445,45,chain_cap,"non-peak chain 197 is very high; late difficulty should come from read/region/dependency, not infinite chains."
WARN,level,445,45,arrow_cap,non-peak arrow count 1199 may feel visually heavy.
INFO,level,445,45,post_peak_release,"previous level was peak code 3, but chain only changes 38; verify there is a non-count release."
INFO,level,447,45,arrow_cap,non-peak arrow count 791 is high; visual comfort should be checked in Unity.
INFO,level,448,45,large_jump,chain jumps +101 from L447; verify there is a clear reason.
WARN,level,450,45,chain_cap,"non-peak chain 165 is very high; late difficulty should come from read/region/dependency, not infinite chains."
WARN,level,450,45,arrow_cap,non-peak arrow count 1037 may feel visually heavy.
INFO,level,450,45,large_jump,chain jumps +79 from L449; verify there is a clear reason.
WARN,level,450,45,post_peak_release,"previous level was extreme peak code 4, but chain only changes 79; expected visible release."
INFO,level,451,46,arrow_cap,non-peak arrow count 866 is high; visual comfort should be checked in Unity.
WARN,level,452,46,chain_cap,"non-peak chain 154 is very high; late difficulty should come from read/region/dependency, not infinite chains."
WARN,level,452,46,arrow_cap,non-peak arrow count 943 may feel visually heavy.
INFO,level,452,46,large_jump,chain jumps +64 from L451; verify there is a clear reason.
WARN,level,453,46,arrow_cap,non-peak arrow count 917 may feel visually heavy.
INFO,level,455,46,arrow_cap,non-peak arrow count 757 is high; visual comfort should be checked in Unity.
INFO,level,458,46,arrow_cap,non-peak arrow count 766 is high; visual comfort should be checked in Unity.
INFO,level,459,46,arrow_cap,non-peak arrow count 814 is high; visual comfort should be checked in Unity.
WARN,level,460,46,chain_cap,"non-peak chain 156 is very high; late difficulty should come from read/region/dependency, not infinite chains."
WARN,level,460,46,arrow_cap,non-peak arrow count 953 may feel visually heavy.
INFO,level,460,46,large_jump,chain jumps +75 from L459; verify there is a clear reason.
